"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","95건","","72,697","","",""
"1","캔디류(사탕)","오사카부","2014-07-09","448.44","불검출","불검출","적합"
"2","캔디류(사탕)","오사카부","2014-07-08","412.08","불검출","불검출","적합"
"3","캔디류(사탕)","오사카부","2014-07-07","436.32","불검출","불검출","적합"
"4","캔디류(사탕)","오사카부","2014-07-07","315.12","불검출","불검출","적합"
"5","캔디류(사탕)","오사카부","2014-06-24","290.88","불검출","불검출","적합"
"6","개별인정형건강기능식품","훗카이도","2014-05-22","16","불검출","불검출","적합"
"7","소스류","히로시마현","2014-06-17","120","불검출","불검출","적합"
"8","과자(스낵과자)","아이치현","2014-07-07","558.9","불검출","불검출","적합"
"9","과자(스낵과자)","아이치현","2014-07-10","234","불검출","불검출","적합"
"10","과자(스낵과자)","아이치현","2014-07-04","626.4","불검출","불검출","적합"
"11","양조간장","아이치현","2014-06-13","2,160","불검출","불검출","적합"
"12","양조간장","효고현","2014-06-04","432","불검출","불검출","적합"
"13","된장","아이치현","2014-06-25","70","불검출","불검출","적합"
"14","유탕면류","이바라키현","2014-07-03","378","불검출","불검출","적합"
"15","과자(스낵과자)","아이치현","2014-07-04","25.5","불검출","불검출","적합"
"16","과.채가공품","훗카이도","2014-06-26","3.2","불검출","불검출","적합"
"17","과.채가공품","훗카이도","2014-06-26","3.4","불검출","불검출","적합"
"18","과.채가공품","훗카이도","2014-07-01","3.4","불검출","불검출","적합"
"19","과자(크래커)","아이치현","2014-07-05","4.8","불검출","불검출","적합"
"20","과자(크래커)","아이치현","2014-07-07","7.9","불검출","불검출","적합"
"21","과자(크래커)","아이치현","2014-06-30","8.4","불검출","불검출","적합"
