"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","58건","","30,183","","",""
"1","당절임","와카야마현","2014-01-23","216","불검출","불검출","적합"
"2","혼합장","훗카이도","2014-04-30","535.5","불검출","불검출","적합"
"3","소스류","훗카이도","2014-05-07","5,928.6","불검출","불검출","적합"
"4","음료베이스","가나가와현","2014-03-20","66.15","불검출","불검출","적합"
"5","유탕면류","기후현","2014-03-04","16.2","불검출","불검출","적합"
"6","카레","야마가타현","2014-02-25","72","불검출","불검출","적합"
"7","유탕면류","기후현","2014-03-04","16.2","불검출","불검출","적합"
"8","즉석조리식품","니가타현","2013-04-07","286","불검출","불검출","적합"
"9","즉석조리식품","야마가타현","2014-02-05","40.5","불검출","불검출","적합"
"10","즉석조리식품","야마가타현","2014-02-28","45.9","불검출","불검출","적합"
"11","소스류","야마가타현","2014-02-15","43.2","불검출","불검출","적합"
"12","소스류","야마가타현","2014-01-30","40.5","불검출","불검출","적합"
"13","식용유지가공품","가나가와현","2014-02-19","30","불검출","불검출","적합"
"14","과자(웨이퍼)","기후현","2014-05-09","108","불검출","불검출","적합"
"15","혼합제제","오사카부","2014-05-16","300","불검출","불검출","적합"
"16","혼합제제","오사카부","2014-05-16","600","불검출","불검출","적합"
"17","알긴산나트륨","지바현","2014-05-09","600","불검출","불검출","적합"
"18","혼합제제","효고현","2014-05-15","45","불검출","불검출","적합"
"19","혼합제제","효고현","2014-05-13","270","불검출","불검출","적합"
"20","혼합제제","효고현","2014-05-15","45","불검출","불검출","적합"
"21","혼합제제","효고현","2014-05-15","120","불검출","불검출","적합"
