"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","73","","612,429","","",""
"1","건어포류","건어포류","2015-12-04","1,200","불검출","불검출","적합"
"2","기타가공품","기타가공품","2015-11-17","170","불검출","불검출","적합"
"3","즉석조리식품","즉석조리식품","2015-10-30","91.1","불검출","불검출","적합"
"4","초콜릿가공품","초콜릿가공품","2015-10-14","12.8","불검출","불검출","적합"
"5","국수","국수","2015-12-01","376","불검출","불검출","적합"
"6","초콜릿가공품","초콜릿가공품","2015-10-17","12.8","불검출","불검출","적합"
"7","초콜릿가공품","초콜릿가공품","2015-09-26","14.4","불검출","불검출","적합"
"8","당류가공품","당류가공품","2015-09-02","38.48","불검출","불검출","적합"
"9","초콜릿가공품","초콜릿가공품","2015-11-19","3","불검출","불검출","적합"
"10","추잉껌","추잉껌","2015-10-13","25.3","불검출","불검출","적합"
"11","초콜릿가공품","초콜릿가공품","2015-11-24","121.5","불검출","불검출","적합"
"12","과자(크래커)","과자(크래커)","2015-11-16","25.2","불검출","불검출","적합"
"13","과자(비스킷)","과자(비스킷)","2015-11-18","90","불검출","불검출","적합"
