"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건32","-","-","99,359","-","-","-"
"1","활돔 참돔(
)","나가사키현","2015-10-22","3,971","불검출","불검출","적합"
"2","활돔 참돔(
)","나가사키현","2015-10-22","5,824","불검출","불검출","적합"
"3","냉장가오리","야마구치현","2015-10-22","290","불검출","불검출","적합"
"4","활장어 먹장어
(
)","야마구치현","2015-10-22","846","불검출","불검출","적합"
"5","활돔 강담돔
(
)","나가사키현","2015-10-22","538","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2015-10-22","9,772","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2015-10-22","27,918","불검출","불검출","적합"
"8","활돔 벵에돔
(
)","사가현","2015-10-22","1,692","불검출","불검출","적합"
"9","활가리비","홋카이도","2015-10-22","6,112","불검출","불검출","적합"
"10","냉동새치 돛새치
(
)","인도양","2015-10-22","2,820","불검출","불검출","적합"
"11","냉동다랑어
(
눈다랑어목살횟감
,
,
)","대서양","2015-10-22","1,770","불검출","불검출","적합"
"12","냉동다랑어
(
눈다랑어 횟감
,F,
)","대서양","2015-10-22","139","불검출","불검출","적합"
"13","냉장명태","홋카이도","2015-10-22","6,000","불검출","불검출","적합"
"14","냉장갈치","오이타현","2015-10-22","2,740","불검출","불검출","적합"
"15","냉장갈치","야마구치현","2015-10-22","330","불검출","불검출","적합"
"16","냉장돔 황돔(
)","나가사키현","2015-10-22","200","불검출","불검출","적합"
