"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 119건","","","","887,658","","",""
"1","혼합제제","기후현","2017-11-25","1","불검출","불검출","적합"
"2","혼합제제","오사카부","2017-11-16","34","불검출","불검출","적합"
"3","혼합제제","오사카부","2017-11-15","17","불검출","불검출","적합"
"4","탄산음료","사가현","2017-10-19","1,440","불검출","불검출","적합"
"5","탄산음료","사가현","2017-11-13","4,320","불검출","불검출","적합"
"6","탄산음료","사가현","2017-10-19","1,440","불검출","불검출","적합"
"7","볶은커피","오사카부","","151","불검출","불검출","적합"
"8","볶은커피","오사카부","","227","불검출","불검출","적합"
"9","볶은커피","오사카부","","864","불검출","불검출","적합"
"10","혼합제제","사이타마현","2017-11-09","324","불검출","불검출","적합"
"11","볶은커피","오사카부","","486","불검출","불검출","적합"
"12","곡류가공품","도쿄도","2017-10-27","100","불검출","불검출","적합"
"13","수산물가공품","니가타현","2017-10-12","291","불검출","불검출","적합"
