"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 84건","","","","914,671","","",""
"1","양조간장","아이치현","2017-10-06","1,080","불검출","불검출","적합"
"2","기타천연착향료","오카야마현","2017-07-14","30","불검출","불검출","적합"
"3","혼합제제","오카야마현","2017-11-14","90","불검출","불검출","적합"
"4","혼합제제","오카야마현","2017-11-14","60","불검출","불검출","적합"
"5","혼합제제","오카야마현","2017-08-23","135","불검출","불검출","적합"
"6","건어포류","교토부","2017-11-01","900","불검출","불검출","적합"
"7","건어포류","교토부","2017-11-01","100","불검출","불검출","적합"
"8","건어포류","교토부","2017-11-01","200","불검출","불검출","적합"
"9","액상차","효고현","2017-11-02","10,067","불검출","불검출","적합"
"10","건어포류","교토부","2017-11-01","100","불검출","불검출","적합"
"11","건어포류","교토부","2017-11-01","540","불검출","불검출","적합"
"12","프로테아제
(곰팡이성:SAP)","아이치현","2017-08-01","41","불검출","불검출","적합"
