"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 197건","","","","1,281,464","","",""
"1","과자(쿠키)","이바라키현","2017-10-10","519","불검출","불검출","적합"
"2","과자(쿠키)","이바라키현","2017-10-05","519","불검출","불검출","적합"
"3","캔디류(사탕)","아이치현","2017-10-02","120","불검출","불검출","적합"
"4","캔디류(사탕)","시즈오카현","2017-09-02","576","불검출","불검출","적합"
"5","캔디류(사탕)","시즈오카현","2017-09-02","714","불검출","불검출","적합"
"6","혼합제제","오사카부","2017-11-16","10","불검출","불검출","적합"
"7","혼합제제","오사카부","2017-11-17","34","불검출","불검출","적합"
"8","혼합제제","히로시마현","2017-11-07","15","불검출","불검출","적합"
"9","혼합제제","히로시마현","2017-11-10","75","불검출","불검출","적합"
"10","혼합제제","오사카부","2017-11-08","1,000","불검출","불검출","적합"
"11","당절임","군마현","2017-11-11","39","불검출","불검출","적합"
"12","캔디류(젤리)","나라현","2017-11-05","4,896","불검출","불검출","적합"
"13","국수","지바현","2017-10-24","285","불검출","불검출","적합"
