"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 49건","","","","363,767","","",""
"1","청국장","훗카이도","2017-11-05","2,970","불검출","불검출","적합"
"2","과.채음료","후쿠오카현","2017-09-07","2,025","불검출","불검출","적합"
"3","과.채음료","후쿠오카현","2017-09-19","1,350","불검출","불검출","적합"
"4","과자(스낵과자)","이바라키현","2017-10-01","980","불검출","불검출","적합"
"5","과자(스낵과자)","이바라키현","2017-10-02","630","불검출","불검출","적합"
"6","숙면","구마모토현","2017-11-06","2,851","불검출","불검출","적합"
"7","식용색소황색제5호
알루미늄레이크","오사카부","2017-10-17","380","불검출","불검출","적합"
"8","혼합제제","히로시마현","2017-10-20","120","불검출","불검출","적합"
"9","혼합제제","오카야마현","2017-10-05","15","불검출","불검출","적합"
"10","혼합제제","오카야마현","2017-11-01","80","불검출","불검출","적합"
"11","혼합제제","오카야마현","2017-07-28","40","불검출","불검출","적합"
"12","혼합제제","사이타마현","2017-11-14","104","불검출","불검출","적합"
