"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 92건","","","","397,515","","",""
"1","기타가공품","도쿄도","2019-03-28","6","불검출","불검출","적합"
"2","합성향료","도쿄도","2019-06-28","3","불검출","불검출","적합"
"3","합성향료","도쿄도","2019-07-05","2","불검출","불검출","적합"
"4","혼합제제","도쿄도","2019-07-04","22","불검출","불검출","적합"
"5","금박","이시카와현","2019-07-06","1","불검출","불검출","적합"
"6","소스","미에현","2019-03-28","250","불검출","불검출","적합"
"7","음료베이스","도야마현","2018-09-04","139","불검출","불검출","적합"
"8","면류첨가알칼리제","오사카부","2019-06-11","100","불검출","불검출","적합"
"9","유탕면","나라현","2019-06-06","360","불검출","불검출","적합"
"10","소스","지바현","2019-04-16","2,310","불검출","불검출","적합"
"11","소스","지바현","2019-05-27","72","불검출","불검출","적합"
"12","소스","아이치현","2019-05-29","62","불검출","불검출","적합"
"13","소스","지바현","2019-05-08","900","불검출","불검출","적합"
"14","마요네즈","효고현","2019-06-04","3,906","불검출","불검출","적합"
"15","과자","사이타마현","2019-06-21","365","불검출","불검출","적합"
