"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장홍어","홋카이도","2019-07-29","424","불검출","불검출","적합"
"2","냉동다랑어(눈다랑어,F,횟감)","태평양","2019-07-29","1,087","불검출","불검출","적합"
"3","활가리비","홋카이도","2019-07-29","6,974","불검출","불검출","적합"
"4","냉동다랑어(남방참다랑어,목살)","인도양","2019-07-29","208","불검출","불검출","적합"
"5","활게(왕게)","홋카이도","2019-07-29","2,759","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2019-07-29","1,032","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2019-07-29","681","불검출","불검출","적합"
"8","냉동다랑어(눈다랑어,목살)","태평양","2019-07-29","390","불검출","불검출","적합"
"9","활게(가시투성왕게)","홋카이도","2019-07-29","342","불검출","불검출","적합"
"10","냉장명태","홋카이도","2019-07-29","684","불검출","불검출","적합"
"11","냉장명태","홋카이도","2019-07-29","360","불검출","불검출","적합"
"12","냉장명태","홋카이도","2019-07-29","852","불검출","불검출","적합"
"합계","","-","-","15,793","-","-","-"
