"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 147건","","","","369,573","","",""
"1","캔디류","군마현","2018-09-05","624","불검출","불검출","적합"
"2","캔디류","군마현","2018-09-04","624","불검출","불검출","적합"
"3","과자","사이타마현","2018-09-19","784","불검출","불검출","적합"
"4","과자","사이타마현","2018-09-03","137","불검출","불검출","적합"
"5","캔디류","군마현","2018-09-04","3,744","불검출","불검출","적합"
"6","젤라틴","시즈오카현","2018-08-16","900","불검출","불검출","적합"
"7","구연산","가고시마현","2018-08-22","200","불검출","불검출","적합"
"8","혼합제제","시즈오카현","2018-09-25","1,012","불검출","불검출","적합"
"9","당류가공품","시즈오카현","2018-07-25","7,500","불검출","불검출","적합"
"10","소스","후쿠오카현","2018-10-10","12,000","불검출","불검출","적합"
"11","향신료조제품","도쿄도","2018-10-15","3,960","불검출","불검출","적합"
"12","맥주","후쿠오카현","2018-10-03","104,688","불검출","불검출","적합"
"13","캔디류","아이치현","2018-09-04","360","불검출","불검출","적합"
"14","카레(커리)","시즈오카현","2018-08-06","630","불검출","불검출","적합"
