"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 189건","","","","892,497","","",""
"1","초콜릿가공품","사이타마현","2018-09-05","155","불검출","불검출","적합"
"2","캔디류","아이치현","2018-09-03","120","불검출","불검출","적합"
"3","볶은커피","오사카부","","270","불검출","불검출","적합"
"4","볶은커피","오사카부","","378","불검출","불검출","적합"
"5","볶은커피","오사카부","","270","불검출","불검출","적합"
"6","과자","오사카부","2018-10-09","806","불검출","불검출","적합"
"7","과자","아이치현","2018-09-24","79","불검출","불검출","적합"
"8","소스","히로시마현","2018-09-22","215","불검출","불검출","적합"
"9","소스","미에현","2018-07-11","142","불검출","불검출","적합"
"10","액상차","오사카부","2018-08-27","2,448","불검출","불검출","적합"
"11","숙면","구마모토현","2018-08-30","206","불검출","불검출","적합"
"12","캔디류","미에현","2018-10-03","480","불검출","불검출","적합"
"13","소스","히로시마현","2018-10-05","2,580","불검출","불검출","적합"
"14","소스","훗카이도","2018-09-07","2,484","불검출","불검출","적합"
