"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","127","","700,591","","",""
"1","과자(스낵과자)","니가타현","2016-01-07","151.2","불검출","불검출","적합"
"2","빵류(그외 빵류)","나가노현","2016-01-14","120","불검출","불검출","적합"
"3","양조간장","효고현","2016-01-26","1,170","불검출","불검출","적합"
"4","혼합제제","시가현","2016-01-21","25","불검출","불검출","적합"
"5","청주","도야마현","2016-01-23","475.2","불검출","불검출","적합"
"6","소스류","나가사키현","2016-01-19","378.9","불검출","불검출","적합"
"7","소스류","나가사키현","2016-01-25","1,504.8","불검출","불검출","적합"
"8","소스류","나가사키현","2016-01-26","2,460","불검출","불검출","적합"
"9","소스류","나가사키현","2015-12-17","2,282.28","불검출","불검출","적합"
"10","소스류","나가사키현","2015-12-24","1,765.5","불검출","불검출","적합"
"11","소스류","교토부","2016-01-15","507.6","불검출","불검출","적합"
"12","소스류","나가사키현","2015-12-16","8,918","불검출","불검출","적합"
"13","소스류","나가사키현","2016-01-23","2,083.34","불검출","불검출","적합"
