"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"72","농산물조림","야마가타현","2015-04-30","480","불검출","불검출","적합"
"73","소스류","야마나시현","2015-05-17","3,654","불검출","불검출","적합"
"74","즉석조리식품","지바현","2015-04-02","28.68","불검출","불검출","적합"
"75","수산물가공품","교토부","2015-05-18","60","불검출","불검출","적합"
"76","양조간장","아이치현","2015-05-11","1,620","불검출","불검출","적합"
"77","혼합장","훗카이도","2015-04-21","1,050","불검출","불검출","적합"
"78","소스류","훗카이도","2015-05-18","4,108.2","불검출","불검출","적합"
"79","혼합장","훗카이도","2015-05-18","1,060.5","불검출","불검출","적합"
"80","소스류","지바현","2015-05-01","39.6","불검출","불검출","적합"
"81","소스류","군마현","2015-04-27","72","불검출","불검출","적합"
"82","양조간장","지바현","2015-04-14","11,583","불검출","불검출","적합"
"83","혼합제제","시가현","2015-05-28","50","불검출","불검출","적합"
"84","소스류","지바현","2015-04-30","15,000","불검출","불검출","적합"
"85","과자(스낵과자)","니가타현","2015-04-08","172.4","불검출","불검출","적합"
"86","수산물가공품","오사카부","2015-04-13","19.2","불검출","불검출","적합"
"87","식초절임(매실절임)","와카야마현","2015-03-13","21.6","불검출","불검출","적합"
"88","당류가공품","아이치현","2015-05-19","120","불검출","불검출","적합"
"89","맥주","이와테현","2015-05-02","900","불검출","불검출","적합"
"90","혼합제제","가나가와현","2015-05-20","40","불검출","불검출","적합"
"91","혼합제제","오카야마현","2015-05-19","105","불검출","불검출","적합"
"92","혼합제제","오카야마현","2015-05-18","210","불검출","불검출","적합"
"93","기타가공품","와카야마현","2015-05-21","1,000","불검출","불검출","적합"
"94","카레","나가노현","2015-04-27","1,500","불검출","불검출","적합"
"95","카레","니가타현","2015-04-30","800","불검출","불검출","적합"
"96","카레분","사이타마현","2015-04-10","480","불검출","불검출","적합"
"97","향신료조제품","사이타마현","2015-04-28","150","불검출","불검출","적합"
"98","카레","나가노현","2015-04-20","800","불검출","불검출","적합"
"99","카레","나가노현","2015-04-21","3,000","불검출","불검출","적합"
"100","식물성크림","오사카부","2015-05-26","5,600","불검출","불검출","적합"
"101","혼합제제","효고현","2015-05-26","119","불검출","불검출","적합"
