"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","100","","260,393","","",""
"1","트랜스글루타미나아제","가나가와현","2015-04-02","10","불검출","불검출","적합"
"2","트랜스글루타미나아제","가나가와현","2015-02-14","40","불검출","불검출","적합"
"3","트랜스글루타미나아제","가나가와현","2015-03-09","180","불검출","불검출","적합"
"4","트랜스글루타미나아제","가나가와현","2015-02-21","400","불검출","불검출","적합"
"5","빵류(케이크)","가가와현","2015-03-15","352.2","불검출","불검출","적합"
"6","국수","가가와현","2015-03-13","249.6","불검출","불검출","적합"
"7","빵류(그외 빵류)","가가와현","2015-03-28","421.2","불검출","불검출","적합"
"8","양조간장","지바현","2015-04-06","63.18","불검출","불검출","적합"
"9","빵류(파이)","기후현","2015-03-29","380","불검출","불검출","적합"
"10","과.채가공품","오카야마현","2015-02-25","9,600","불검출","불검출","적합"
"11","혼합제제","사이타마현","2015-05-06","195","불검출","불검출","적합"
