"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","119","","708,179","","",""
"1","청국장","도쿄도","2016-09-30","1,715","불검출","불검출","적합"
"2","캔디류(사탕)","아이치현","2016-12-02","450","불검출","불검출","적합"
"3","소스류","히로시마현","2016-10-26","3,150","불검출","불검출","적합"
"4","당류가공품","오카야마현","2016-10-23","16,000","불검출","불검출","적합"
"5","소스류","교토부","2016-11-10","642","불검출","불검출","적합"
"6","탄산수소암모늄","도야마현","2016-11-24","18,000","불검출","불검출","적합"
"7","당류가공품","오카야마현","2016-11-08","17,440","불검출","불검출","적합"
"8","캔디류(사탕)","아이치현","2016-12-02","1,080","불검출","불검출","적합"
"9","가공두부","오사카부","2016-11-17","12,000","불검출","불검출","적합"
"10","소스류","히로시마현","2016-11-03","2,520","불검출","불검출","적합"
"11","어묵","ETC","2016-10-05","400","불검출","불검출","적합"
"12","혼합제제","오사카부","2016-11-30","10","불검출","불검출","적합"
"13","맥주","오이타현","2016-12-01","7,000","불검출","불검출","적합"
