"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","91","","1
,150,011","","",""
"1","혼합제제","시가현","2016-12-07","75","불검출","불검출","적합"
"2","초콜릿가공품","스위스","2016-11-17","151","불검출","불검출","적합"
"3","혼합제제","시가현","2016-12-07","30","불검출","불검출","적합"
"4","혼합제제","시가현","2016-12-07","100","불검출","불검출","적합"
"5","alpha-아밀라아제
(세균성)","시가현","2016-07-20","800","불검출","불검출","적합"
"6","카라멜색소","ETC","2016-12-07","4,536","불검출","불검출","적합"
"7","기타코코아가공품","시즈오카현","2016-10-27","114","불검출","불검출","적합"
"8","청주","효고현","2016-11-22","1,080","불검출","불검출","적합"
"9","트랜스글루코시다아제","시가현","2016-11-07","1,000","불검출","불검출","적합"
"10","캔디류(사탕)","도야마현","2016-10-13","835","불검출","불검출","적합"
"11","기타가공품","시즈오카현","","35","불검출","불검출","적합"
"12","금박","이시카와현","2016-12-13","0","불검출","불검출","적합"
"13","기타코코아가공품","이바라키현","2016-10-17","160","불검출","불검출","적합"
