"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","116","","203,165","","",""
"1","액상커피","시가현","2016-10-07","18,702","불검출","불검출","적합"
"2","과자(크래커)","오사카부","2016-11-24","1,500","불검출","불검출","적합"
"3","프로테아제(세균성)","효고현","2016-11-24","126","불검출","불검출","적합"
"4","인베르타아제","아이치현","2016-06-29","301","불검출","불검출","적합"
"5","카레","나가노현","2016-09-21","1,176","불검출","불검출","적합"
"6","초콜릿가공품","훗카이도","2016-12-08","144","불검출","불검출","적합"
"7","탄산수소암모늄","도야마현","2016-12-07","18,000","불검출","불검출","적합"
"8","혼합제제","오카야마현","2016-12-02","105","불검출","불검출","적합"
"9","수산물가공품","훗카이도","2016-12-10","3","불검출","불검출","적합"
"10","기타가공품","와카야마현","2016-11-29","1,000","불검출","불검출","적합"
"11","곡류가공품","오사카부","2016-10-17","600","불검출","불검출","적합"
"12","과자(크래커)","아이치현","2016-11-07","243","불검출","불검출","적합"
"13","청주","이와테현","2016-11-24","108","불검출","불검출","적합"
