"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","154","","894,822","","",""
"1","캔디류(사탕)","아이치현","2016-11-14","123","불검출","불검출","적합"
"2","청주","도치기현","2016-10-27","4,914","불검출","불검출","적합"
"3","초콜릿가공품","야마나시현","2016-11-28","107","불검출","불검출","적합"
"4","드레싱","오사카부","","56","불검출","불검출","적합"
"5","혼합제제","오사카부","2016-12-06","17","불검출","불검출","적합"
"6","청국장","미에현","2016-12-07","6,480","불검출","불검출","적합"
"7","과자(비스킷)","니가타현","2016-11-21","78","불검출","불검출","적합"
"8","혼합제제","사이타마현","2016-11-28","100","불검출","불검출","적합"
"9","혼합제제","오사카부","2016-12-12","34","불검출","불검출","적합"
"10","빵류(케이크)","야마나시현","2016-11-18","70","불검출","불검출","적합"
"11","자당지방산에스테르","기후현","2016-10-12","720","불검출","불검출","적합"
"12","조미된장","훗카이도","2016-11-20","800","불검출","불검출","적합"
"13","과자(비스킷)","니가타현","2016-11-11","120","불검출","불검출","적합"
