"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"67","캔디류(사탕)","아이치현","2014-03-20","1,080","불검출","불검출","적합"
"68","혼합제제","시즈오카현","2014-03-26","500","불검출","불검출","적합"
"69","연하곤란환자용점도증진식품","시즈오카현","2014-03-21","1,500","불검출","불검출","적합"
"70","혼합제제","이바라키현","2014-03-12","450","불검출","불검출","적합"
"71","기타주류","가고시마현","2014-04-08","15,104","불검출","불검출","적합"
"72","복합조미식품","시즈오카현","2014-03-20","1,200","불검출","불검출","적합"
"73","캔디류(젤리)","아이치현","2014-03-06","102","불검출","불검출","적합"
"74","기타가공품","오사카부","2014-03-10","1,200","불검출","불검출","적합"
"75","혼합제제","오카야마현","2014-03-31","90","불검출","불검출","적합"
"76","혼합제제","오사카부","2014-03-26","300","불검출","불검출","적합"
"77","조미된장","아이치현","2014-03-25","7,000","불검출","불검출","적합"
"78","조미된장","아이치현","2014-03-10","5,000","불검출","불검출","적합"
"79","조미된장","아이치현","2014-02-24","6,024","불검출","불검출","적합"
"80","과자(스낵과자)","이바라키현","2014-04-02","540","불검출","불검출","적합"
"81","초콜릿가공품","이바라키현","2014-04-01","648","불검출","불검출","적합"
"82","침출차","시마네현","2014-03-06","41.6","불검출","불검출","적합"
"83","캔디류(사탕)","아이치현","2014-04-08","1,584","불검출","불검출","적합"
"84","캔디류(사탕)","아이치현","2014-04-07","1,224","불검출","불검출","적합"
"85","캔디류(사탕)","아이치현","2014-04-07","594","불검출","불검출","적합"
"86","캔디류(사탕)","아이치현","2014-04-07","1,665.6","불검출","불검출","적합"
"87","캔디류(사탕)","아이치현","2014-04-04","210","불검출","불검출","적합"
"88","캔디류(사탕)","아이치현","2014-04-04","168","불검출","불검출","적합"
"89","액상차","도야마현","2014-03-31","3,514","불검출","불검출","적합"
"90","침출차","시즈오카현","2014-04-05","200","불검출","불검출","적합"
"91","올레오레진캡시컴","오카야마현","2014-03-26","15","불검출","불검출","적합"
