"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"13","즉석조리식품","나가노현","2014-10-27","639.6","불검출","불검출","적합"
"14","즉석조리식품","나가노현","2014-10-27","554.4","불검출","불검출","적합"
"15","혼합제제","오카야마현","2014-10-30","60","불검출","불검출","적합"
"16","과자(크래커)","니가타현","2014-10-20","151.2","불검출","불검출","적합"
"17","조미건어포류","훗카이도","2014-10-08","9.1","불검출","불검출","적합"
"18","조미건어포류","훗카이도","2014-09-22","10.6","불검출","불검출","적합"
"19","혼합제제","사이타마현","2014-11-07","18","불검출","불검출","적합"
"20","덱스트린","효고현","2014-08-29","25,600","불검출","불검출","적합"
"21","덱스트린","효고현","2014-06-09","25,600","불검출","불검출","적합"
"22","덱스트린","효고현","2014-06-17","25,600","불검출","불검출","적합"
"23","소스류","효고현","2014-11-14","13,050","불검출","불검출","적합"
"24","혼합제제","시즈오카현","2014-10-31","25","불검출","불검출","적합"
"25","합성착향료","오사카부","2014-11-07","180","불검출","불검출","적합"
"26","소스류","에히메현","2014-09-25","3,940","불검출","불검출","적합"
"27","소스류","에히메현","2014-10-02","3,060","불검출","불검출","적합"
"28","혼합제제","오사카부","2014-11-07","50","불검출","불검출","적합"
"29","혼합제제","도치기현","2014-10-27","180","불검출","불검출","적합"
"30","기타천연착향료","오사카부","2014-11-04","900","불검출","불검출","적합"
"31","소스류","아이치현","2014-09-03","105","불검출","불검출","적합"
"32","소스류","아이치현","2014-09-03","105","불검출","불검출","적합"
"33","양조간장","지바현","2014-10-20","9,461","불검출","불검출","적합"
"34","채종유(유채유
또는 카놀라유)","후쿠오카현","2014-11-11","22,118","불검출","불검출","적합"
"35","혼합제제","사이타마현","2014-06-20","72","불검출","불검출","적합"
"36","혼합제제","사이타마현","2014-09-08","49","불검출","불검출","적합"
"37","혼합제제","사이타마현","2014-09-17","160","불검출","불검출","적합"
"38","혼합제제","사이타마현","2014-07-15","88","불검출","불검출","적합"
"39","복합조미식품","에히메현","2014-11-04","1,000","불검출","불검출","적합"
"40","소스류","에히메현","2014-11-04","3,000","불검출","불검출","적합"
"41","빵류(그외 빵류)","오사카부","2014-11-13","8,815","불검출","불검출","적합"
"42","빵류(그외 빵류)","오사카부","2014-08-09","560","불검출","불검출","적합"
