"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","106건","","131,487","","",""
"1","당류가공품","오사카부","2014-09-19","127","불검출","불검출","적합"
"2","당류가공품","오사카부","2014-09-17","127","불검출","불검출","적합"
"3","청주","이와테현","2014-10-21","124.8","불검출","불검출","적합"
"4","청주","이와테현","2014-07-28","59.2","불검출","불검출","적합"
"5","청주","이와테현","2014-10-20","94.3","불검출","불검출","적합"
"6","청주","이와테현","2014-10-20","129.6","불검출","불검출","적합"
"7","청주","이와테현","2014-11-01","43.2","불검출","불검출","적합"
"8","프로바이오틱스 제품","오사카부","2014-09-30","9.12","불검출","불검출","적합"
"9","국수","사이타마현","2014-10-29","601.6","불검출","불검출","적합"
"10","국수","사이타마현","2014-10-29","704","불검출","불검출","적합"
"11","혼합제제","오사카부","2014-10-01","20","불검출","불검출","적합"
"12","혼합제제","오사카부","2014-11-14","18","불검출","불검출","적합"
