"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활돔(참돔)","에히메현","2017-07-19","1,040","불검출","불검출","적합"
"2","활가리비","홋카이도","2017-07-19","7,021","불검출","불검출","적합"
"3","냉장명태","홋카이도","2017-07-19","3,036","불검출","불검출","적합"
"4","냉장명태","홋카이도","2017-07-19","1,496","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2017-07-19","11,828","불검출","불검출","적합"
"6","활가리비","홋카이도","2017-07-19","6,824","불검출","불검출","적합"
"7","활장어(먹장어)","야마구치현","2017-07-19","1,821","불검출","불검출","적합"
"8","냉동가리비(외투막)","홋카이도","2017-07-19","17,000","불검출","불검출","적합"
"9","냉장대구","홋카이도","2017-07-19","390","불검출","불검출","적합"
"10","활농어","에히메현","2017-07-19","10,022","불검출","불검출","적합"
"11","활백합(비너스백합)","홋카이도","2017-07-19","6,060","불검출","불검출","적합"
"12","활가리비","홋카이도","2017-07-19","7,270","불검출","불검출","적합"
"합계","","-","-","73,808","-","-","-"
