"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"3","냉동상어(진환도상어)","대만","2017-07-19","4,949","불검출","불검출","적합"
"4","냉동명태(F)","러시아","2017-07-19","9,435","불검출","불검출","적합"
"5","냉동대구","러시아","2017-07-19","51,505","불검출","불검출","적합"
"6","냉동대구(목살)","러시아","2017-07-19","9,792","불검출","불검출","적합"
"7","냉동대구","러시아","2017-07-19","49,562","불검출","불검출","적합"
"8","냉동대구","러시아","2017-07-19","69,853","불검출","불검출","적합"
"9","냉동어란(명란)","러시아","2017-07-19","12,645","불검출","불검출","적합"
"10","냉동돔","소말리아","2017-07-19","858","불검출","불검출","적합"
"11","냉동가자미(각시가자미)","러시아","2017-07-19","22,220","불검출","불검출","적합"
"12","냉동어란(명란)","러시아","2017-07-19","85,215","불검출","불검출","적합"
"합계","","-","-","430,444","-","-","-"
