"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 125건","","","","210,960","","",""
"1","청주","후쿠오카현","2017-05-29","10,627","불검출","불검출","적합"
"2","활성탄","오사카부","2016-12-21","1,600","불검출","불검출","적합"
"3","과.채가공품","오카야마현","2017-06-05","9,600","불검출","불검출","적합"
"4","캔디류(사탕)","아이치현","2017-05-18","94","불검출","불검출","적합"
"5","혼합제제","오카야마현","2017-06-26","15","불검출","불검출","적합"
"6","빵류(케이크)","훗카이도","2017-04-25","259","불검출","불검출","적합"
"7","과자(스낵과자)","니가타현","2017-07-05","153","불검출","불검출","적합"
"8","과자(스낵과자)","니가타현","2017-07-05","1,193","불검출","불검출","적합"
"9","기타가공품","이바라키현","2017-06-26","27,000","불검출","불검출","적합"
"10","볶은커피","시즈오카현","2017-06-20","960","불검출","불검출","적합"
"11","글리세린지방산
에스테르","효고현","2017-02-09","40","불검출","불검출","적합"
"12","카르복시메틸셀룰
로오스나트륨","시마네현","2017-01-29","2,000","불검출","불검출","적합"
