"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 124건","","","","1,025,705","","",""
"1","액상차","미에현","2017-03-15","2,400","불검출","불검출","적합"
"2","액상차","미에현","2017-02-07","2,400","불검출","불검출","적합"
"3","향신료조제품
(고추냉이가공품)","시즈오카현","2017-02-20","68","불검출","불검출","적합"
"4","소스류","시즈오카현","2017-06-23","97","불검출","불검출","적합"
"5","합성착향료","도쿄도","2017-06-28","2","불검출","불검출","적합"
"6","혼합제제","도쿄도","2017-06-26","2","불검출","불검출","적합"
"7","합성착향료","도쿄도","2017-03-10","11","불검출","불검출","적합"
"8","합성착향료","도쿄도","2017-04-28","26","불검출","불검출","적합"
"9","드레싱","시즈오카현","2017-02-22","87","불검출","불검출","적합"
"10","냉면","구마모토현","2017-06-20","492","불검출","불검출","적합"
"11","냉면","구마모토현","2017-06-14","220","불검출","불검출","적합"
"12","과.채가공품","후쿠오카현","","40","불검출","불검출","적합"
