"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 177건","","","","863,594","","",""
"1","맥주","훗카이도","2017-05-22","5,050","불검출","불검출","적합"
"2","맥주","오키나와현","2017-05-25","2,845","불검출","불검출","적합"
"3","과자(스낵과자)","니가타현","2017-05-09","528","불검출","불검출","적합"
"4","청주","니가타현","2017-05-12","864","불검출","불검출","적합"
"5","청주","효고현","2017-04-21","1,200","불검출","불검출","적합"
"6","복합조미식품","미에현","2017-04-20","8","불검출","불검출","적합"
"7","복합조미식품","미에현","2017-04-25","8","불검출","불검출","적합"
"8","과자(스낵과자)","니가타현","2017-05-10","72","불검출","불검출","적합"
"9","맥주","후쿠오카현","2017-05-29","104,688","불검출","불검출","적합"
"10","과자(스낵과자)","니가타현","2017-05-09","409","불검출","불검출","적합"
"11","혼합제제","도쿄도","2017-04-19","2,040","불검출","불검출","적합"
"12","혼합제제","오사카부","2017-05-31","990","불검출","불검출","적합"
"13","로진","오사카부","2017-04-18","100","불검출","불검출","적합"
