"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"80","초콜릿가공품","이바라키현","2018-10-25","360","불검출","불검출","적합"
"81","과자","이바라키현","2018-10-25","270","불검출","불검출","적합"
"82","과자","이바라키현","2018-10-24","720","불검출","불검출","적합"
"83","절임식품","아이치현","2018-11-02","7,200","불검출","불검출","적합"
"84","절임식품","아이치현","2018-11-02","2,700","불검출","불검출","적합"
"85","절임식품","아이치현","2018-11-02","900","불검출","불검출","적합"
"86","절임식품","가나가와현","2018-10-25","1,944","불검출","불검출","적합"
"87","기타
수산물가공
품","훗카이도","2018-11-05","450","불검출","불검출","적합"
"88","소스","지바현","2018-10-04","7,680","불검출","불검출","적합"
"89","절임식품","가고시마현","2018-10-29","1,000","불검출","불검출","적합"
"90","기타 주류","훗카이도","2018-10-18","33,120","불검출","불검출","적합"
"91","즉석조리식품","가나가와현","2018-09-28","17,090","불검출","불검출","적합"
"92","복합조미식품","효고현","2018-10-25","400","불검출","불검출","적합"
"93","소스","지바현","2018-10-25","3,240","불검출","불검출","적합"
"94","절임식품","와카야마현","2018-11-06","26","불검출","불검출","적합"
"95","절임식품","와카야마현","2018-11-06","53","불검출","불검출","적합"
"96","소스","후쿠오카현","2018-10-18","864","불검출","불검출","적합"
"97","볶은커피","효고현","2018-07-03","113","불검출","불검출","적합"
"98","인스턴트커피","오사카부","2018-09-28","22","불검출","불검출","적합"
"99","혼합제제","오카야마현","2018-10-09","255","불검출","불검출","적합"
"100","기타천연착향료","오카야마현","2018-10-05","45","불검출","불검출","적합"
"101","혼합제제","오카야마현","2018-11-01","60","불검출","불검출","적합"
"102","혼합제제","오카야마현","2018-11-06","75","불검출","불검출","적합"
"103","기타천연착향료","오카야마현","2018-10-05","45","불검출","불검출","적합"
"104","과·채가공품","오카야마현","2018-10-25","760","불검출","불검출","적합"
"105","혼합제제","사이타마현","2018-10-17","200","불검출","불검출","적합"
"106","혼합제제","사이타마현","2018-10-15","100","불검출","불검출","적합"
"107","혼합제제","오카야마현","2018-11-06","255","불검출","불검출","적합"
"108","혼합제제","히로시마현","2018-11-06","165","불검출","불검출","적합"
"109","과·채가공품","훗카이도","2018-09-12","13","불검출","불검출","적합"
"110","과자","구마모토현","2018-09-21","137","불검출","불검출","적합"
"111","유탕면","군마현","2018-10-25","154","불검출","불검출","적합"
"112","유탕면","군마현","2018-10-26","151","불검출","불검출","적합"
