"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 165건","","","","659,833","","",""
"1","빵류(케이크)","야마나시현","2017-04-01","26","불검출","불검출","적합"
"2","빵류(케이크)","야마나시현","2017-04-01","7","불검출","불검출","적합"
"3","빵류(케이크)","야마나시현","2017-04-01","70","불검출","불검출","적합"
"4","빵류(케이크)","야마나시현","2017-04-01","85","불검출","불검출","적합"
"5","빵류(케이크)","야마나시현","2017-04-01","85","불검출","불검출","적합"
"6","빵류(케이크)","야마나시현","2017-04-01","338","불검출","불검출","적합"
"7","기타가공품","시즈오카현","2017-03-13","60","불검출","불검출","적합"
"8","인스턴트커피","효고현","2017-02-09","16","불검출","불검출","적합"
"9","인스턴트커피","효고현","2016-12-07","23","불검출","불검출","적합"
"10","볶은커피","효고현","2017-03-24","40","불검출","불검출","적합"
"11","볶은커피","효고현","2017-03-10","40","불검출","불검출","적합"
"12","볶은커피","효고현","2017-03-15","40","불검출","불검출","적합"
"13","인스턴트커피","오사카부","2017-02-20","65","불검출","불검출","적합"
