"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 145건","","","","718,646","","",""
"1","청국장","도쿄도","2017-03-28","276","불검출","불검출","적합"
"2","청국장","도쿄도","2017-03-28","4,038","불검출","불검출","적합"
"3","청국장","도쿄도","2017-03-28","816","불검출","불검출","적합"
"4","빵류(케이크)","돗토리현","2017-01-23","163","불검출","불검출","적합"
"5","국수","구마모토현","2017-02-20","107","불검출","불검출","적합"
"6","국수","구마모토현","2017-02-20","301","불검출","불검출","적합"
"7","국수","구마모토현","2017-02-20","250","불검출","불검출","적합"
"8","양조간장","지바현","2017-02-23","632","불검출","불검출","적합"
"9","소스류","지바현","2017-03-15","1,089","불검출","불검출","적합"
"10","양조간장","지바현","2017-02-07","425","불검출","불검출","적합"
"11","소스류","지바현","2017-03-16","7,193","불검출","불검출","적합"
