"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 89건","","","","242,396","","",""
"1","금박","이시카와현","2017-04-11","0.3","불검출","불검출","적합"
"2","혼합식용유","오사카부","","109","불검출","불검출","적합"
"3","과자(스낵과자)","니가타현","2017-04-03","61","불검출","불검출","적합"
"4","탄산수","오이타현","2017-04-06","8,400","불검출","불검출","적합"
"5","혼합제제","오카야마현","2017-03-06","50","불검출","불검출","적합"
"6","볶은커피","돗토리현","2017-04-12","160","불검출","불검출","적합"
"7","볶은커피","돗토리현","2017-03-30","92","불검출","불검출","적합"
"8","볶은커피","돗토리현","2017-03-28","92","불검출","불검출","적합"
"9","볶은커피","돗토리현","2017-03-29","92","불검출","불검출","적합"
"10","당류가공품","오카야마현","2017-03-19","16,000","불검출","불검출","적합"
