"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 129건","","","","684,570","","",""
"1","혼합제제","오사카부","2017-04-04","100","불검출","불검출","적합"
"2","혼합제제","오사카부","2017-04-04","200","불검출","불검출","적합"
"3","혼합제제","히로시마현","2017-04-03","270","불검출","불검출","적합"
"4","혼합제제","히로시마현","2017-03-29","110","불검출","불검출","적합"
"5","기타가공품","와카야마현","2017-03-27","1,000","불검출","불검출","적합"
"6","과자(스낵과자)","교토부","2017-03-26","369","불검출","불검출","적합"
"7","과자(스낵과자)","오사카부","2017-03-26","179","불검출","불검출","적합"
"8","건어포류","오사카부","2017-04-11","140","불검출","불검출","적합"
"9","볶은커피","시즈오카현","2017-02-13","16","불검출","불검출","적합"
"10","볶은커피","시즈오카현","2017-02-27","9,000","불검출","불검출","적합"
"11","볶은커피","시즈오카현","2017-03-21","16","불검출","불검출","적합"
