"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"102","소스류","지바현","2017-06-29","60.48","불검출","불검출","적합"
"103","과자(스낵과자)","사이타마현","2017-07-24","768","불검출","불검출","적합"
"104","식초절임(매실절임)","와카야마현","2017-07-10","240","불검출","불검출","적합"
"105","맥주","오이타현","2017-07-11","29520","불검출","불검출","적합"
"106","맥주","오이타현","2017-08-04","32844","불검출","불검출","적합"
"107","볶은커피","시즈오카현","2017-06-08","6000","불검출","불검출","적합"
"108","볶은커피","시즈오카현","2017-07-27","2405","불검출","불검출","적합"
"109","당류가공품","시즈오카현","2017-07-10","1000","불검출","불검출","적합"
"110","당류가공품","시즈오카현","2017-07-10","1500","불검출","불검출","적합"
"111","커피/건조","니카라과
(수출국: 일본)","2016-03-01","1380","불검출","불검출","적합"
