"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"83","초콜릿가공품","오사카부","2017-07-19","2,520","불검출","불검출","적합"
"84","초콜릿가공품","시즈오카현","2017-06-20","173","불검출","불검출","적합"
"85","프로바이오틱스
(원료성)","이바라키현","2017-01-25","50","불검출","불검출","적합"
"86","빵류(그외 빵류)","사가현","2017-08-02","432","불검출","불검출","적합"
"87","빵류(그외 빵류)","사가현","2017-08-03","307","불검출","불검출","적합"
"88","빵류(그외 빵류)","사가현","2017-08-01","528","불검출","불검출","적합"
"89","유탕면류","후쿠오카현","2017-07-10","109","불검출","불검출","적합"
"90","소스류","에히메현","2017-08-01","7,040","불검출","불검출","적합"
"91","커피/건조","페루","","2,400","불검출","불검출","적합"
"92","과자(스낵과자)","니가타현","2017-07-07","125","불검출","불검출","적합"
"93","과자(스낵과자)","야마가타현","2017-07-07","122","불검출","불검출","적합"
