"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 93건","","","","273,244","","",""
"1","맥주","후쿠오카현","2017-07-31","87,240","불검출","불검출","적합"
"2","빵류(그외 빵류)","나가노현","2017-08-07","508","불검출","불검출","적합"
"3","빵류(그외 빵류)","나가노현","2017-08-07","497","불검출","불검출","적합"
"4","과자(쿠키)","나가노현","2017-08-07","608","불검출","불검출","적합"
"5","과자(쿠키)","나가노현","2017-08-07","653","불검출","불검출","적합"
"6","과자(쿠키)","나가노현","2017-08-07","608","불검출","불검출","적합"
"7","빵류(그외 빵류)","나가노현","2017-08-07","431","불검출","불검출","적합"
"8","청주","나라현","2017-08-08","9","불검출","불검출","적합"
"9","밀가루","후쿠오카현","2017-08-10","1,000","불검출","불검출","적합"
"10","두류가공품","아이치현","2017-08-17","108","불검출","불검출","적합"
"11","유탕면류","아이치현","2017-08-03","364","불검출","불검출","적합"
"12","과자(스낵과자)","니가타현","2017-08-09","1,219","불검출","불검출","적합"
"13","당류가공품","오카야마현","2017-07-18","16,000","불검출","불검출","적합"
