"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","81건","","541,597","","",""
"1","즉석조리식품","미에현","2014-06-11","38.3","불검출","불검출","적합"
"2","드레싱","사가현","2014-08-01","7,200","불검출","불검출","적합"
"3","기타식용유지","지바현","2014-06-10","223.2","불검출","불검출","적합"
"4","혼합제제","가나가와현","2014-08-11","60","불검출","불검출","적합"
"5","청주","효고현","2014-07-29","1,728","불검출","불검출","적합"
"6","청주","효고현","2014-07-23","108","불검출","불검출","적합"
"7","청주","효고현","2014-07-03","237.6","불검출","불검출","적합"
"8","수산물가공품","효고현","2014-08-06","9.6","불검출","불검출","적합"
"9","양조간장","아이치현","2014-07-16","324","불검출","불검출","적합"
"10","기타가공품","미에현","2014-07-23","72","불검출","불검출","적합"
"11","청주","아오모리현","2014-07-07","28.8","불검출","불검출","적합"
"12","청주","아오모리현","2014-07-01","28.8","불검출","불검출","적합"
"13","청주","아오모리현","2014-07-01","28.8","불검출","불검출","적합"
"14","맥주","후쿠오카현","2014-08-07","33,600","불검출","불검출","적합"
"15","양조간장","후쿠오카현","2014-08-21","4,730","불검출","불검출","적합"
"16","혼합제제","사이타마현","2014-08-11","50","불검출","불검출","적합"
"17","혼합제제","사이타마현","2014-08-18","8","불검출","불검출","적합"
"18","캔디류(사탕)","미에현","2014-08-04","192","불검출","불검출","적합"
"19","캔디류(사탕)","미에현","2014-07-30","192","불검출","불검출","적합"
"20","과자(크래커)","이바라키현","2014-07-08","152","불검출","불검출","적합"
