"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","99건","","426,353","","",""
"1","비타민E","도쿄도","2013-10-25","122","불검출","불검출","적합"
"2","조미건어포류","훗카이도","2014-07-14","5.2","불검출","불검출","적합"
"3","기타장류","효고현","2014-06-26","360","불검출","불검출","적합"
"4","조미건어포류","아오모리현","2014-07-19","3.5","불검출","불검출","적합"
"5","과자(크래커)","이바라키현","2014-07-08","594","불검출","불검출","적합"
"6","조미건어포류","아오모리현","2014-07-15","7.7","불검출","불검출","적합"
"7","스피루리나 제품","교토부","2014-08-18","347.6","불검출","불검출","적합"
"8","복합조미식품","가나가와현","2014-04-25","100","불검출","불검출","적합"
"9","청주","효고현","2014-07-04","1,200","불검출","불검출","적합"
"10","청주","효고현","2014-07-10","1,800","불검출","불검출","적합"
"11","청주","효고현","2014-06-11","108","불검출","불검출","적합"
"12","복합조미식품","에히메현","2014-08-18","1,000","불검출","불검출","적합"
"13","소스류","에히메현","2014-08-18","2,160","불검출","불검출","적합"
"14","글루콘산아연","도쿠시마현","2013-12-18","200","불검출","불검출","적합"
"15","피로인산제이철","도쿠시마현","2014-08-19","50","불검출","불검출","적합"
"16","혼합제제","시즈오카현","2014-08-04","3,150","불검출","불검출","적합"
"17","채종유","훗카이도","2014-07-11","1,400","불검출","불검출","적합"
"18","과자(스낵과자)","히로시마현","2014-08-05","6","불검출","불검출","적합"
"19","과자(스낵과자)","고치현","2014-07-28","12.7","불검출","불검출","적합"
"20","액상차","후쿠이현","2014-07-10","252","불검출","불검출","적합"
