"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 117건","","","","760,711","","",""
"1","청주","효고현","2017-09-08","36","불검출","불검출","적합"
"2","청주","효고현","2017-10-05","4,320","불검출","불검출","적합"
"3","청주","효고현","2017-10-05","5,400","불검출","불검출","적합"
"4","청주","효고현","2017-09-19","180","불검출","불검출","적합"
"5","청주","효고현","2017-10-05","540","불검출","불검출","적합"
"6","청주","효고현","2017-09-08","216","불검출","불검출","적합"
"7","청주","효고현","2017-09-11","30","불검출","불검출","적합"
"8","청주","효고현","2017-09-11","180","불검출","불검출","적합"
"9","청주","효고현","2017-09-07","216","불검출","불검출","적합"
"10","청주","효고현","2017-09-06","162","불검출","불검출","적합"
"11","화이트초콜릿","가나가와현","2017-10-18","672","불검출","불검출","적합"
"12","과.채음료","오키나와현","2017-10-27","252","불검출","불검출","적합"
"13","빵류(케이크)","야마나시현","2017-09-02","494","불검출","불검출","적합"
