"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 183건","","","","823,755","","",""
"1","소스","가나가와현","2019-01-21","250","불검출","불검출","적합"
"2","소스","가나가와현","2019-01-16","263","불검출","불검출","적합"
"3","기타가공품","지바현","2018-12-05","144","불검출","불검출","적합"
"4","소스","가나가와현","2019-01-16","254","불검출","불검출","적합"
"5","소스","가나가와현","2019-01-21","256","불검출","불검출","적합"
"6","소스","가나가와현","2019-01-21","297","불검출","불검출","적합"
"7","혼합제제","오사카부","2018-12-28","608","불검출","불검출","적합"
"8","캔디류","아이치현","2018-11-02","900","불검출","불검출","적합"
"9","캔디류","아이치현","2018-11-06","720","불검출","불검출","적합"
"10","떡류","나가노현","","468","불검출","불검출","적합"
"11","혼합장","아이치현","2019-01-07","9,090","불검출","불검출","적합"
"12","복합조미식품","효고현","2018-11-30","750","불검출","불검출","적합"
"13","복합조미식품","효고현","2018-12-11","1,050","불검출","불검출","적합"
"14","혼합장","아이치현","2019-01-18","9,910","불검출","불검출","적합"
