"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 118건","","","","202,239","","",""
"1","소스","에히메현","2019-01-23","204","불검출","불검출","적합"
"2","과·채가공품","오카야마현","2018-12-25","9,600","불검출","불검출","적합"
"3","혼합제제","이바라키현","2019-01-10","180","불검출","불검출","적합"
"4","혼합제제","시가현","2019-01-15","1,602","불검출","불검출","적합"
"5","카페인","지바현","2018-11-30","100","불검출","불검출","적합"
"6","숙면","구마모토현","2018-12-29","67","불검출","불검출","적합"
"7","숙면","구마모토현","2018-12-04","55","불검출","불검출","적합"
"8","맥주","이와테현","","300","불검출","불검출","적합"
"9","맥주","이와테현","","2,700","불검출","불검출","적합"
"10","과자","이바라키현","2019-01-08","496","불검출","불검출","적합"
"11","과자","이바라키현","2019-01-11","282","불검출","불검출","적합"
"12","소스","군마현","2018-12-07","1,800","불검출","불검출","적합"
"13","절임식품","와카야마현","2018-12-22","192","불검출","불검출","적합"
"14","빵류","도치기현","2019-01-29","860","불검출","불검출","적합"
