"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 106건","","","","247,629","","",""
"1","즉석조리식품","훗카이도","2017-12-16","156","불검출","불검출","적합"
"2","소스","훗카이도","2017-12-09","3,200","불검출","불검출","적합"
"3","어묵","가고시마현","2018-01-10","268","불검출","불검출","적합"
"4","어묵","가고시마현","2018-01-10","63","불검출","불검출","적합"
"5","어묵","가고시마현","2018-01-10","63","불검출","불검출","적합"
"6","기타가공품","도쿄도","2018-01-10","6","불검출","불검출","적합"
"7","소스","돗토리현","2017-12-19","120","불검출","불검출","적합"
"8","과자","아이치현","2017-12-12","456","불검출","불검출","적합"
"9","과자","아이치현","2017-12-11","138","불검출","불검출","적합"
"10","과자","아이치현","2017-12-07","458","불검출","불검출","적합"
"11","소스","사가현","2017-11-17","126","불검출","불검출","적합"
"12","과자","고치현","2017-12-01","600","불검출","불검출","적합"
"13","과자","고치현","2017-11-30","130","불검출","불검출","적합"
