"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 80건","","","","937,199","","",""
"1","과자(스낵과자)","사이타마현","2017-08-09","1,260","불검출","불검출","적합"
"2","글리세린지방산
에스테르","미에현","2017-12-13","576","불검출","불검출","적합"
"3","혼합제제","와카야마현","2017-10-31","500","불검출","불검출","적합"
"4","혼합제제","시즈오카현","2017-10-23","105","불검출","불검출","적합"
"5","맥주","후쿠오카현","2017-12-05","425,654","불검출","불검출","적합"
"6","기타가공품","시가현","2017-12-06","1,039","불검출","불검출","적합"
"7","혼합제제","미에현","2017-12-27","1,520","불검출","불검출","적합"
"8","혼합제제","미에현","2017-11-02","54","불검출","불검출","적합"
"9","장류절임","훗카이도","2017-11-28","1,200","불검출","불검출","적합"
"10","과자","이바라키현","2018-01-11","720","불검출","불검출","적합"
"11","과자","이바라키현","2018-01-06","1,260","불검출","불검출","적합"
"12","숙면","구마모토현","2017-12-29","4,681","불검출","불검출","적합"
"13","기타천연착향료","효고현","2018-01-05","90","불검출","불검출","적합"
