"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 37건","","","","180,165","","",""
"1","알긴산나트륨","지바현","2017-03-15","300","불검출","불검출","적합"
"2","혼합제제","히로시마현","2017-04-07","375","불검출","불검출","적합"
"3","혼합제제","히로시마현","2017-04-04","1,005","불검출","불검출","적합"
"4","혼합제제","히로시마현","2017-04-03","1,200","불검출","불검출","적합"
"5","혼합제제","히로시마현","2017-04-05","360","불검출","불검출","적합"
"6","캔디류(젤리)","군마현","2017-03-03","2,808","불검출","불검출","적합"
"7","캔디류(젤리)","군마현","2017-02-17","5,616","불검출","불검출","적합"
"8","캔디류(젤리)","군마현","2017-02-20","2,808","불검출","불검출","적합"
"9","트랜스글루타미나아제","가나가와현","2017-02-09","30","불검출","불검출","적합"
"10","트랜스글루타미나아제","가나가와현","2016-11-13","80","불검출","불검출","적합"
"11","트랜스글루타미나아제","가나가와현","2016-11-05","30","불검출","불검출","적합"
