"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","96건","","445,819","","",""
"1","기타가공품","야마가타현","2014-06-04","540","불검출","불검출","적합"
"2","양념젓갈","가나가와현","2014-08-18","1,200","불검출","불검출","적합"
"3","소스류","가가와현","2014-08-17","3,600","불검출","불검출","적합"
"4","국수","사이타마현","2014-08-26","3,600","불검출","불검출","적합"
"5","국수","나가노현","2014-06-18","150","불검출","불검출","적합"
"6","국수","나가노현","2014-06-09","150","불검출","불검출","적합"
"7","국수","나가노현","2014-06-12","150","불검출","불검출","적합"
"8","볶은커피","시즈오카현","2014-07-03","600","불검출","불검출","적합"
"9","액상커피","시가현","2014-08-24","3,300","불검출","불검출","적합"
"10","볶은커피","시즈오카현","2014-07-02","600","불검출","불검출","적합"
"11","캔디류(사탕)","도쿄도","2014-08-07","23.9","불검출","불검출","적합"
"12","청주","교토부","2014-08-07","180","불검출","불검출","적합"
"13","캔디류(젤리)","도쿄도","2014-08-04","18.5","불검출","불검출","적합"
"14","침출차","오사카부","2014-09-10","4.52","불검출","불검출","적합"
"15","액상차","오사카부","2014-09-10","4.2","불검출","불검출","적합"
"16","빵류(그외 빵류)","나가노현","2014-07-30","96","불검출","불검출","적합"
"17","과자(비스킷)","아이치현","2014-07-23","249.6","불검출","불검출","적합"
"18","과자(크래커)","니가타현","2014-07-24","169.2","불검출","불검출","적합"
