"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","106","","816,951","","",""
"1","덱스트라나아제","효고현","2014-06-11","300","불검출","불검출","적합"
"2","액상커피","효고현","2015-08-20","1,665","불검출","불검출","적합"
"3","식물성크림","구마모토현","2015-08-07","19.2","불검출","불검출","적합"
"4","식물성크림","구마모토현","2015-08-04","24","불검출","불검출","적합"
"5","드레싱","사가현","2015-07-08","406.8","불검출","불검출","적합"
"6","드레싱","사가현","2015-07-06","900","불검출","불검출","적합"
"7","마요네즈","효고현","2015-08-05","2,500","불검출","불검출","적합"
"8","드레싱","사가현","2015-08-07","9,154.2","불검출","불검출","적합"
"9","드레싱","오사카부","2015-07-17","180","불검출","불검출","적합"
"10","향신료조제품(고추
냉이가공품)","아이치현","2015-07-30","630","불검출","불검출","적합"
"11","카레분","나라현","2015-08-05","200","불검출","불검출","적합"
"12","카레","나라현","2015-07-03","200","불검출","불검출","적합"
"13","카레","나라현","2015-07-06","200","불검출","불검출","적합"
