"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","활꼬막","후쿠오카현","2015-09-23","6,320","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2015-09-23","1,847","불검출","불검출","적합"
"19","냉장명태","홋카이도","2015-09-23","3,366","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2015-09-23","4,745","불검출","불검출","적합"
"21","냉장명태","홋카이도","2015-09-23","2,338","불검출","불검출","적합"
"22","활꼬막","사가현","2015-09-23","2,000","불검출","불검출","적합"
"23","활꼬막 새꼬막
(
)","사가현","2015-09-23","700","불검출","불검출","적합"
"24","활꼬막","사가현","2015-09-23","1,780","불검출","불검출","적합"
"25","활꼬막 새꼬막
(
)","사가현","2015-09-23","600","불검출","불검출","적합"
"26","냉장명태","홋카이도","2015-09-23","4,264","불검출","불검출","적합"
"27","냉장홍어","홋카이도","2015-09-23","140","불검출","불검출","적합"
"28","냉장명태","홋카이도","2015-09-23","4,251","불검출","불검출","적합"
"29","활백합
(
비너스백합
)","홋카이도","2015-09-23","8,600","불검출","불검출","적합"
"30","활게 참게(
)","오이타현","2015-09-23","508","불검출","불검출","적합"
