"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 149건","","","","535,541","","",""
"1","소스류","군마현","2017-09-04","855","불검출","불검출","적합"
"2","복합조미식품","가나가와현","2017-09-29","600","불검출","불검출","적합"
"3","캔디류(사탕)","아이치현","2017-10-20","1,188","불검출","불검출","적합"
"4","캔디류(사탕)","아이치현","2017-10-18","600","불검출","불검출","적합"
"5","캔디류(사탕)","아이치현","2017-10-19","480","불검출","불검출","적합"
"6","양조간장","지바현","2017-09-21","1,253","불검출","불검출","적합"
"7","소스류","지바현","2017-09-28","1,231","불검출","불검출","적합"
"8","청주","교토부","2017-08-22","3,240","불검출","불검출","적합"
"9","자당지방산에스테르","시가현","2017-09-25","1,000","불검출","불검출","적합"
"10","건어포류","효고현","2017-10-23","20","불검출","불검출","적합"
"11","소스류","시즈오카현","2017-10-02","500","불검출","불검출","적합"
"12","튀김식품","히로시마현","2017-10-06","1,102","불검출","불검출","적합"
"13","튀김식품","히로시마현","2017-10-13","1,102","불검출","불검출","적합"
