"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 102건","","","","670,570","","",""
"1","국수","아이치현","2017-09-27","2,784","불검출","불검출","적합"
"2","과자(스낵과자)","도쿄도","2017-09-28","198","불검출","불검출","적합"
"3","청주","사가현","2017-10-03","60","불검출","불검출","적합"
"4","청주","사가현","2017-09-22","259","불검출","불검출","적합"
"5","소주","가고시마현","2017-09-04","54","불검출","불검출","적합"
"6","청주","아키타현","2017-10-13","43","불검출","불검출","적합"
"7","청주","니가타현","2017-10-05","86","불검출","불검출","적합"
"8","소주","가고시마현","2017-08-18","43","불검출","불검출","적합"
"9","청주","시마네현","2017-10-07","86","불검출","불검출","적합"
