"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 157건","","","","869,560","","",""
"1","혼합음료","도쿄도","2017-09-13","16,546","불검출","불검출","적합"
"2","양조간장","지바현","2017-08-22","7,371","불검출","불검출","적합"
"3","혼합제제","히로시마현","2017-10-26","300","불검출","불검출","적합"
"4","전분가공품","시즈오카현","2017-10-16","106","불검출","불검출","적합"
"5","혼합제제","군마현","2017-10-19","40","불검출","불검출","적합"
"6","소스류","교토부","2017-10-06","1,700","불검출","불검출","적합"
"7","소스류","교토부","2017-10-06","2,286","불검출","불검출","적합"
"8","소스류","교토부","2017-10-06","2,460","불검출","불검출","적합"
"9","복합조미식품","교토부","2017-10-06","960","불검출","불검출","적합"
"10","소스류","교토부","2017-10-06","1,700","불검출","불검출","적합"
"11","소스류","교토부","2017-09-05","650","불검출","불검출","적합"
"12","소스류","교토부","2017-10-10","1,320","불검출","불검출","적합"
"13","소스류","교토부","2017-10-05","100","불검출","불검출","적합"
