"검사결과
수입
제조일자
순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"85","쇼트닝","가나가와현","2017-10-06","500","불검출","불검출","적합"
"86","고형차","후쿠오카현","2017-10-24","150","불검출","불검출","적합"
"87","덱스트린","효고현","2017-07-01","1,500","불검출","불검출","적합"
"88","혼합제제","도치기현","2017-07-31","1,005","불검출","불검출","적합"
"89","소스류","히로시마현","2017-10-20","1,832","불검출","불검출","적합"
"90","양조간장","아이치현","2017-09-25","900","불검출","불검출","적합"
"91","양조간장","아이치현","2017-09-26","900","불검출","불검출","적합"
"92","과자(스낵과자)","효고현","2017-10-16","2,400","불검출","불검출","적합"
"93","과자(스낵과자)","효고현","2017-10-16","700","불검출","불검출","적합"
"94","과자(스낵과자)","니가타현","2017-10-20","82","불검출","불검출","적합"
"95","탄산칼슘","오카야마현","2017-10-23","16,000","불검출","불검출","적합"
"96","과자(스낵과자)","니가타현","2017-10-19","1,265","불검출","불검출","적합"
"97","캔디류(사탕)","미에현","2017-10-13","106","불검출","불검출","적합"
"98","양파/신선,냉장","훗카이도","2017-10-20","480,000","불검출","불검출","적합"
"99","청주","와카야마현","2017-10-18","259","불검출","불검출","적합"
"100","소스류","히로시마현","2017-10-04","630","불검출","불검출","적합"
"101","소스","야마가타현","2017-10-04","500","불검출","불검출","적합"
"102","혼합제제","가나가와현","2017-09-15","10","불검출","불검출","적합"
