"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","활꼬막","후쿠오카현","2016-09-08","4,640","불검출","불검출","적합"
"18","활우렁쉥이","홋카이도","2016-09-08","6,465","불검출","불검출","적합"
"19","활가리비","홋카이도","2016-09-08","7,000","불검출","불검출","적합"
"20","냉동상어
(진환도상어,F)","태평양","2016-09-08","7,516","불검출","불검출","적합"
"21","활가리비","홋카이도","2016-09-08","6,922","불검출","불검출","적합"
"22","냉동큰실말","오키나와현","2016-09-08","180","불검출","불검출","적합"
"23","활우렁쉥이","홋카이도","2016-09-08","9,097","불검출","불검출","적합"
"24","활가리비","홋카이도","2016-09-08","6,994","불검출","불검출","적합"
"25","냉동개아지살
(가리비,횟감)","홋카이도","2016-09-08","500","불검출","불검출","적합"
"26","활돔(참돔)","에히메현","2016-09-08","2,885","불검출","불검출","적합"
"27","활돔(참돔)","에히메현","2016-09-08","6,902","불검출","불검출","적합"
