"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 133건","","","","906,832","","",""
"1","소스","교토부","2019-05-29","9,773","불검출","불검출","적합"
"2","소스","교토부","2019-05-16","264","불검출","불검출","적합"
"3","소스","교토부","2019-05-27","252","불검출","불검출","적합"
"4","소스","교토부","2019-04-24","253","불검출","불검출","적합"
"5","소스","교토부","2019-05-21","61","불검출","불검출","적합"
"6","소스","교토부","2019-05-23","100","불검출","불검출","적합"
"7","카레(커리)","효고현","2019-06-05","4,460","불검출","불검출","적합"
"8","과자","효고현","2019-06-13","700","불검출","불검출","적합"
"9","소스","히로시마현","2019-05-21","2,529","불검출","불검출","적합"
"10","발효식초","히로시마현","2019-03-18","551","불검출","불검출","적합"
"11","소스","히로시마현","2019-04-05","492","불검출","불검출","적합"
"12","조미건어포","사가현","2019-06-15","16","불검출","불검출","적합"
"13","혼합제제","사이타마현","2019-06-10","468","불검출","불검출","적합"
"14","캔디류","아이치현","2019-06-10","1,620","불검출","불검출","적합"
"15","혼합제제","오사카부","2019-05-22","1,100","불검출","불검출","적합"
