"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장명태","홋카이도","2019-07-01","624","불검출","불검출","적합"
"2","활가리비","홋카이도","2019-07-01","8,132","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2019-07-01","2,960","불검출","불검출","적합"
"4","냉동개아지살(가리비)","홋카이도","2019-07-01","1,960","불검출","불검출","적합"
"5","냉동가리비(외투막)","홋카이도","2019-07-01","20,000","불검출","불검출","적합"
"6","냉장갈치","후쿠오카현","2019-07-01","180","불검출","불검출","적합"
"7","냉장명태","홋카이도","2019-07-01","396","불검출","불검출","적합"
"8","냉동우렁쉥이살(횟감)","홋카이도","2019-07-01","150","불검출","불검출","적합"
"9","냉장돔(황돔)","후쿠오카현","2019-07-01","60","불검출","불검출","적합"
"10","냉동우렁쉥이살","홋카이도","2019-07-01","12,600","불검출","불검출","적합"
"11","냉동쥐치(말쥐치)","도야마현","2019-07-01","6,108","불검출","불검출","적합"
"12","냉장명태","홋카이도","2019-07-01","600","불검출","불검출","적합"
"13","냉장명태","홋카이도","2019-07-01","840","불검출","불검출","적합"
"14","냉장명태","홋카이도","2019-07-01","1,800","불검출","불검출","적합"
"15","냉장돔(황돔)","나가사키현","2019-07-01","168","불검출","불검출","적합"
"합계","","-","-","56,578","-","-","-"
