"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 130건","","","","597,930","","",""
"1","과자","이바라키현","2018-02-01","784","불검출","불검출","적합"
"2","과자","이바라키현","2018-02-01","630","불검출","불검출","적합"
"3","과자","이바라키현","2018-02-01","588","불검출","불검출","적합"
"4","소주","사가현","2018-01-05","173","불검출","불검출","적합"
"5","소주","사가현","2018-01-24","173","불검출","불검출","적합"
"6","청주","와카야마현","2018-03-12","130","불검출","불검출","적합"
"7","리큐르","와카야마현","2018-02-23","302","불검출","불검출","적합"
"8","리큐르","와카야마현","2018-02-23","108","불검출","불검출","적합"
"9","청주","와카야마현","2018-03-12","346","불검출","불검출","적합"
"10","캔디류","나가노현","2018-02-15","493","불검출","불검출","적합"
"11","덱스트린","효고현","2018-01-22","8,000","불검출","불검출","적합"
"12","청주","효고현","2018-03-09","65","불검출","불검출","적합"
"13","양조간장","지바현","2018-02-01","3,000","불검출","불검출","적합"
