"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 143건","","","","924,063","","",""
"1","혼합장","훗카이도","2018-01-28","480","불검출","불검출","적합"
"2","소스","시즈오카현","2018-01-31","500","불검출","불검출","적합"
"3","기타가공품","시즈오카현","2017-11-06","800","불검출","불검출","적합"
"4","캔디류","아이치현","2018-03-07","310","불검출","불검출","적합"
"5","캔디류","아이치현","2018-03-07","396","불검출","불검출","적합"
"6","캔디류","아이치현","2018-03-06","1,620","불검출","불검출","적합"
"7","캔디류","아이치현","2018-03-06","360","불검출","불검출","적합"
"8","소스","지바현","2018-02-28","3,586","불검출","불검출","적합"
"9","혼합장","아이치현","2018-02-23","400","불검출","불검출","적합"
"10","과자","아이치현","2018-02-26","176","불검출","불검출","적합"
"11","혼합제제","오사카부","2018-02-07","400","불검출","불검출","적합"
"12","트랜스글루코시다아제","시가현","2017-09-05","701","불검출","불검출","적합"
"13","무기질","도야마현","2018-03-05","97","불검출","불검출","적합"
