"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","31","","32,110","","",""
"1","혼합음료","나라현","2015-03-13","600","불검출","불검출","적합"
"2","빵류(케이크)","훗카이도","2015-04-23","432","불검출","불검출","적합"
"3","심황색소(울금색소)","오사카부","2015-03-23","210","불검출","불검출","적합"
"4","혼합제제","와카야마현","2015-05-12","126","불검출","불검출","적합"
"5","식염절임","도쿄도","2015-05-08","68","불검출","불검출","적합"
"6","청주","가나가와현","2015-04-09","86.4","불검출","불검출","적합"
"7","식초절임(생강절임)","도치기현","2015-05-08","24","불검출","불검출","적합"
"8","빵류(파이)","사이타마현","2015-04-27","528.5","불검출","불검출","적합"
"9","혼합제제","시가현","2015-05-18","50","불검출","불검출","적합"
"10","혼합제제","오카야마현","2015-05-07","45","불검출","불검출","적합"
"11","혼합제제","사이타마현","2015-05-18","100","불검출","불검출","적합"
"12","소스류","교토부","2015-02-23","118.8","불검출","불검출","적합"
