"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"57","발효식초","나라현","2014-07-01","102","불검출","불검출","적합"
"58","드레싱","사가현","2014-07-26","1,260","불검출","불검출","적합"
"59","홍국(원료성)","가고시마현","2014-03-16","100","불검출","불검출","적합"
"60","퀼라야추출물","히로시마현","2014-07-31","100","불검출","불검출","적합"
"61","캔디류(사탕)","가나가와현","2014-07-01","306.2","불검출","불검출","적합"
"62","인스턴트커피","오사카부","2014-07-25","151.2","불검출","불검출","적합"
"63","인스턴트커피","오사카부","2014-07-22","216","불검출","불검출","적합"
"64","과자(스낵과자)","야마가타현","2014-08-07","4,342.8","불검출","불검출","적합"
"65","과.채가공품","훗카이도","2014-07-24","6.5","불검출","불검출","적합"
"66","청주","니가타현","2014-07-22","25,920","불검출","불검출","적합"
"67","땅콩또는견과류
가공품","후쿠오카현","2014-07-03","7.8","불검출","불검출","적합"
"68","과.채가공품","훗카이도","2014-07-28","4.8","불검출","불검출","적합"
"69","과자(스낵과자)","고치현","2014-07-28","54","불검출","불검출","적합"
"70","액상차","후쿠이현","2014-07-09","348","불검출","불검출","적합"
"71","볶은커피","오사카부","2014-08-18","600","불검출","불검출","적합"
"72","과자(스낵과자)","아이치현","2014-08-06","621","불검출","불검출","적합"
"73","기타가공품","도쿄도","2013-06-02","7.15","불검출","불검출","적합"
"74","기타가공품","도쿄도","2014-08-02","8.37","불검출","불검출","적합"
"75","인스턴트커피","시즈오카현","2014-08-22","5,000","불검출","불검출","적합"
"76","소스류","에히메현","2014-08-20","6,920","불검출","불검출","적합"
"77","기타가공품","나가노현","2014-03-18","700","불검출","불검출","적합"
