"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","77건","","250,161","","",""
"1","소스류","오이타현","2014-06-25","120","불검출","불검출","적합"
"2","혼합제제","오카야마현","2014-08-18","30","불검출","불검출","적합"
"3","맥주","오이타현","2014-07-11","14,280","불검출","불검출","적합"
"4","자당지방산에스테르","미에현","2014-07-02","2,880","불검출","불검출","적합"
"5","유탕면류","나라현","2014-07-17","360","불검출","불검출","적합"
"6","유탕면류","나라현","2014-07-22","360","불검출","불검출","적합"
"7","폴리글리세린
지방산에스테르","미에현","2013-02-18","90","불검출","불검출","적합"
"8","갈락토올리고당","훗카이도","2014-02-06","200","불검출","불검출","적합"
"9","자당지방산에스테르","나가노현","2014-06-04","100","불검출","불검출","적합"
"10","자당지방산에스테르","미에현","2014-06-29","160","불검출","불검출","적합"
"11","자당지방산에스테르","미에현","2014-07-10","720","불검출","불검출","적합"
"12","혼합제제","미에현","2014-07-19","2,760","불검출","불검출","적합"
"13","팜핵유","오사카부","2014-07-07","3,008","불검출","불검출","적합"
"14","가공유지","오사카부","2014-07-11","6,000","불검출","불검출","적합"
"15","드레싱","사가현","2014-07-15","6,480","불검출","불검출","적합"
