"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","75건","","623,153","","",""
"1","치자황색소","교토부","2014-07-16","10","불검출","불검출","적합"
"2","글리세린지방산
에스테르","오사카부","2014-08-05","300","불검출","불검출","적합"
"3","혼합제제","지바현","2014-05-14","40","불검출","불검출","적합"
"4","조미된장","나가노현","2014-08-12","2,000","불검출","불검출","적합"
"5","식물성크림","구마모토현","2014-07-16","28.8","불검출","불검출","적합"
"6","드레싱","도쿄도","2014-07-15","180","불검출","불검출","적합"
"7","드레싱","오사카부","2014-07-26","180","불검출","불검출","적합"
"8","드레싱","오사카부","2014-08-05","180","불검출","불검출","적합"
"9","소스류","사가현","2014-08-01","450","불검출","불검출","적합"
"10","마요네즈","효고현","2014-07-30","300","불검출","불검출","적합"
"11","카레","나라현","2014-07-30","600","불검출","불검출","적합"
"12","카레","나라현","2014-06-18","600","불검출","불검출","적합"
"13","카레","아이치현","2014-07-26","1,200","불검출","불검출","적합"
"14","혼합제제","오사카부","2014-07-15","1,320","불검출","불검출","적합"
"15","기타주류","야마구치현","2014-07-02","800","불검출","불검출","적합"
