"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활가리비","홋카이도","2019-07-02","4,602","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2019-07-02","4,858","불검출","불검출","적합"
"3","냉장명태","홋카이도","2019-07-02","1,344","불검출","불검출","적합"
"4","냉장명태","홋카이도","2019-07-02","1,224","불검출","불검출","적합"
"5","냉장명태","홋카이도","2019-07-02","600","불검출","불검출","적합"
"6","냉장명태","홋카이도","2019-07-02","960","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2019-07-02","2,592","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2019-07-02","5,425","불검출","불검출","적합"
"9","냉장명태","홋카이도","2019-07-02","648","불검출","불검출","적합"
"10","활바리(능성어)","에히메현","2019-07-02","647","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2019-07-02","691","불검출","불검출","적합"
"12","냉장명태","홋카이도","2019-07-02","1,260","불검출","불검출","적합"
"합계","","-","-","24,851","-","-","-"
