"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 149건","","","","623,136","","",""
"1","과자","히로시마현","2019-05-30","118","불검출","불검출","적합"
"2","혼합제제","기후현","2019-06-14","2","불검출","불검출","적합"
"3","유탕면","가고시마현","2019-05-22","243","불검출","불검출","적합"
"4","유탕면","가고시마현","2019-05-11","275","불검출","불검출","적합"
"5","유탕면","가고시마현","2019-05-22","356","불검출","불검출","적합"
"6","유탕면","가고시마현","2019-05-11","281","불검출","불검출","적합"
"7","건면","가고시마현","2019-05-18","96","불검출","불검출","적합"
"8","숙면","나가사키현","2019-06-07","243","불검출","불검출","적합"
"9","건면","가고시마현","2019-05-22","132","불검출","불검출","적합"
"10","건면","가고시마현","2019-05-17","46","불검출","불검출","적합"
"11","유탕면","가고시마현","2019-06-05","68","불검출","불검출","적합"
"12","건면","가고시마현","2019-05-21","102","불검출","불검출","적합"
"13","유탕면","가고시마현","2019-06-03","76","불검출","불검출","적합"
"14","유탕면","가고시마현","2019-06-06","124","불검출","불검출","적합"
"15","유탕면","가고시마현","2019-06-06","112","불검출","불검출","적합"
