"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 164건","","","","288,706","","",""
"1","청주","와카야마현","2019-05-18","281","불검출","불검출","적합"
"2","청주","와카야마현","2019-05-18","475","불검출","불검출","적합"
"3","기타 주류","와카야마현","2019-02-27","162","불검출","불검출","적합"
"4","청주","시가현","2019-04-02","346","불검출","불검출","적합"
"5","소스","후쿠오카현","2019-06-13","680","불검출","불검출","적합"
"6","청주","효고현","2019-03-05","43","불검출","불검출","적합"
"7","청주","효고현","2019-04-15","86","불검출","불검출","적합"
"8","건면","나라현","2019-05-01","20","불검출","불검출","적합"
"9","혼합제제","시즈오카현","2019-03-07","20","불검출","불검출","적합"
"10","카레(커리)","니가타현","2019-05-21","600","불검출","불검출","적합"
"11","캔디류","오사카부","2019-05-21","264","불검출","불검출","적합"
"12","황산아연","나가노현","2019-06-10","500","불검출","불검출","적합"
"13","건면","나가노현","2019-05-13","450","불검출","불검출","적합"
"14","과자","시가현","2019-06-04","238","불검출","불검출","적합"
"15","캔디류","아이치현","2019-06-01","216","불검출","불검출","적합"
