"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 97건","","","","301,894","","",""
"1","숙면","구마모토현","2018-04-07","119","불검출","불검출","적합"
"2","음료베이스","가고시마현","2018-04-17","844","불검출","불검출","적합"
"3","소스","아이치현","2018-02-19","540","불검출","불검출","적합"
"4","캔디류","군마현","2018-03-06","14,976","불검출","불검출","적합"
"5","혼합제제","오카야마현","2018-02-01","15","불검출","불검출","적합"
"6","혼합제제","시가현","2018-04-27","60","불검출","불검출","적합"
"7","혼합제제","시가현","2018-04-27","25","불검출","불검출","적합"
"8","카레(커리)분","시가현","2018-04-11","8,000","불검출","불검출","적합"
"9","청주","니가타현","2018-03-02","173","불검출","불검출","적합"
"10","볶은커피","오사카부","2018-01-31","2,661","불검출","불검출","적합"
"11","소스","도치기현","2018-03-06","12,355","불검출","불검출","적합"
"12","초콜릿가공품","오사카부","2018-04-23","8","불검출","불검출","적합"
"13","소주","오이타현","2018-04-05","2,614","불검출","불검출","적합"
