"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 88건","","","","194,831","","",""
"1","기타가공품","니가타현","2018-11-12","540","불검출","불검출","적합"
"2","된장","도쿠시마현","2019-01-08","400","불검출","불검출","적합"
"3","된장","도쿠시마현","2019-01-07","200","불검출","불검출","적합"
"4","된장","오사카부","2019-01-11","600","불검출","불검출","적합"
"5","발효식초","도쿄도","2018-12-06","72","불검출","불검출","적합"
"6","개별인정형
건강기능식품","오사카부","2018-03-16","152","불검출","불검출","적합"
"7","캔디류","오사카부","2019-01-18","54","불검출","불검출","적합"
"8","혼합제제","시가현","2019-01-08","25","불검출","불검출","적합"
"9","복합조미식품","가나가와현","2018-12-01","73,080","불검출","불검출","적합"
"10","국","오사카부","2019-01-11","14","불검출","불검출","적합"
"11","국","오사카부","2019-01-12","50","불검출","불검출","적합"
"12","혼합제제","사이타마현","2018-12-20","35","불검출","불검출","적합"
"13","혼합제제","사이타마현","2019-01-11","18","불검출","불검출","적합"
